,id,username,created_at,date,Sentiment,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
1539,1.51E+18,dailystar,1.65E+12,20/3/2022 12:22,,Gun-toting thug seen in CCTV shooting at BMW in dramatic drive-by shooting  https://t.co/nXoX4Sfkdp  https://t.co/TqfanwYCrP,en,[],[],https://twitter.com/dailystar/status/1505399230579589121,['https://www.dailystar.co.uk/news/latest-news/thug-shoots-bmw-dramatic-drive-26507863'],['https://pbs.twimg.com/media/FOOiQVCXwAQDxs6.jpg'],1,https://pbs.twimg.com/media/FOOiQVCXwAQDxs6.jpg,5,0,2
1540,1.51E+18,10NewsFirstAdl,1.65E+12,20/3/2022 12:21,,A BMW has crashed through a garage wall on the corner of Bonython Ave and Muirfeild St in Novar Gardens.  The incident occurred around midday Sunday with Police and MFS being called to the scene.  https://t.co/gpeps3qDs9,en,[],[],https://twitter.com/10NewsFirstAdl/status/1505399029349613570,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1505398115461103617/img/Ezt6D9b8wpjRiWSj.jpg,0,2,0
1541,1.51E+18,PaulMaric,1.65E+12,20/3/2022 12:17,,Latest episode of The Drive Show podcast is up now! I get to gloat about being right about the Hyundai Ioniq 5’s poor ride and we chat about the spaceship-esque BMW iX…plus I talk about my Tesla 😂 links to the show 👉  https://t.co/xnh8XjmA1V @gordie_waters  https://t.co/yNw5AnzZL0,en,[],[],https://twitter.com/PaulMaric/status/1505398186902700037,['https://www.thedriveshow.com.au'],['https://pbs.twimg.com/media/FOQ_qyZaAAY_NAk.jpg'],1,https://pbs.twimg.com/media/FOQ_qyZaAAY_NAk.jpg,11,3,1
1542,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 12:11,,It’s @BMW Hong Kong Derby Day! Our man @tommentatornz is on deck to preview all of the action. #4YOSeries #HKracing  https://t.co/A7kGbXCpmJ,en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1505396674012729344,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505396595386322944/pu/img/vh-yOcm3LZO52k0R.jpg,13,0,7
1543,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 11:30,,Derby Day! 🏆  Who is your selection to win today's 145th HK$24 million @BMW Hong Kong Derby at Sha Tin? 🤔  #4YOSeries | #HKracing,en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1505386264446791680,[],[],0,,7,3,4
1544,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 11:00,,It was @blprebble &amp; Vital King in 2007! 🔥  Who wins this afternoon's @BMW Hong Kong Derby at Sha Tin? 🏆  #4YOSeries | #HKracing  https://t.co/pDwEnQagnu,en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1505378607253929993,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505037108150677504/pu/img/4j1sNNmOd15HKIX_.jpg,9,0,3
1545,1.51E+18,BMWMotorsport,1.65E+12,20/3/2022 10:23,,And here are the final results for the GTD class:  #1 BMW M4 GT3: P16 #96 BMW M4 GT3: P4  @IMSA @Turnermotrsport  https://t.co/oYCRLWRy3u,en,[],[],https://twitter.com/BMWMotorsport/status/1505369498894884865,[],['https://pbs.twimg.com/media/FOQllCcWQAM7nP8.jpg'],1,https://pbs.twimg.com/media/FOQllCcWQAM7nP8.jpg,173,0,17
1546,1.51E+18,BMWMotorsport,1.65E+12,20/3/2022 10:22,,🏁What.a.race.🏁 These are the results in GTD-PRO after 12 thrilling hours of racing at #Sebring12.  #24 MOTUL BMW M4 GT3: P4 #25 MOTUL BMW M4GT3: P10  @IMSA @motul @RLLracing  https://t.co/xKbqgrW1PY,en,['sebring12'],[],https://twitter.com/BMWMotorsport/status/1505369166479609859,[],['https://pbs.twimg.com/media/FOQlRfGWUAIXk7y.jpg'],1,https://pbs.twimg.com/media/FOQlRfGWUAIXk7y.jpg,141,2,13
1547,1.51E+18,superstarclub,1.65E+12,20/3/2022 9:21,,"The great expat exodus from Hong Kong has sent used car prices plummeting, including this 2010 BMW asking US$7k.  https://t.co/3dIUZRdbxW",en,[],[],https://twitter.com/superstarclub/status/1505353711291305986,[],['https://pbs.twimg.com/media/FOQW-WVUYAAAvuV.jpg'],1,https://pbs.twimg.com/media/FOQW-WVUYAAAvuV.jpg,0,0,0
1548,1.51E+18,johnvoelcker,1.65E+12,20/3/2022 8:29,,"@nickbunkley Hey, @NickBunkley ?? See your Volt and raise you a BMW 6-Series convertible.  https://t.co/bKQbmqUKrp",en,[],[],https://twitter.com/johnvoelcker/status/1505340593588867072,['https://auto.hindustantimes.com/auto/news/this-bmw-6-series-is-modified-for-machine-gun-by-ukrainians-to-fight-russians/amp-41647491921082.html'],[],0,,3,1,0
1549,1.51E+18,MPSBarkDag,1.65E+12,20/3/2022 8:25,,"Officers from the #CrimeEnforcementTaskForce have seized a BMW today for no insurance, the driver was reported for the offence and an ongoing investigation into insurance fraud is at present. @lbbdcouncil @essex_crime @CrimestoppersUK 1185EA  https://t.co/IYGKU5VJqp",en,['crimeenforcementtaskforce'],[],https://twitter.com/MPSBarkDag/status/1505339606354509825,[],['https://pbs.twimg.com/media/FOQKQNiX0AUt6zw.jpg'],1,https://pbs.twimg.com/media/FOQKQNiX0AUt6zw.jpg,74,0,4
1550,1.51E+18,therealautoblog,1.65E+12,20/3/2022 8:01,,BMW purchases long-time tuning affiliate Alpina:  https://t.co/eO149b3J9u  https://t.co/aivd2TDS00,en,[],[],https://twitter.com/therealautoblog/status/1505333548059746305,['http://bit.ly/3CCWgw9'],['https://pbs.twimg.com/media/FN_wma6WYAEv-SU.jpg'],1,https://pbs.twimg.com/media/FN_wma6WYAEv-SU.jpg,26,1,6
1551,1.51E+18,roadshow,1.65E+12,20/3/2022 7:16,,BMW's next-gen 7 Series will debut in fully electric i7 form next month  https://t.co/aJkXMKG29g,en,[],[],https://twitter.com/roadshow/status/1505322345531064324,['https://trib.al/iDy1rbM'],[],0,,3,0,1
1552,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 7:00,,Senor Toba! 🤩  The grey goes for HK$24 million @BMW Hong Kong Derby glory at Sha Tin this afternoon...   #4YOSeries | #HKracing  https://t.co/PObt8GSngA,en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1505318199197327362,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505031487250665475/pu/img/N9VUkm9NG83V7_5W.jpg,11,1,4
1553,1.51E+18,roadshow,1.65E+12,20/3/2022 6:55,,2023 BMW iX5 Hydrogen First Drive Review: More Than Just a Science Project  https://t.co/vDUVJtzfy5,en,[],[],https://twitter.com/roadshow/status/1505317118908186624,['https://trib.al/HxHhirN'],[],0,,3,0,1
1554,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 6:45,,It's @BMW Hong Kong Derby Day! 🤩   Here's @hello_broadcast to preview the mammoth programme at Sha Tin. #4YOSeries #HKracing  https://t.co/chUbBfM6jT,en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1505314421811429376,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505096723102060548/pu/img/EH5d-gbPHcDvNclh.jpg,15,0,5
1555,1.51E+18,roadshow,1.65E+12,20/3/2022 6:35,,2023 @BMW i7 teased as the next-gen 7 Series EV with huge light-up kidney grilles and a 305-mile range  https://t.co/lyMbgTKCwQ  https://t.co/PsP5cRsWiP,en,[],[],https://twitter.com/roadshow/status/1505311947755032580,['https://trib.al/R4iz9RC'],"['https://pbs.twimg.com/media/FOPxNvzXoAUaF_G.jpg', 'https://pbs.twimg.com/media/FOPxOX6XoAAH3qP.jpg', 'https://pbs.twimg.com/media/FOPxOr9XoAQz9CW.jpg', 'https://pbs.twimg.com/media/FOPxPIBXMAQrpuf.jpg']",1,https://pbs.twimg.com/media/FOPxNvzXoAUaF_G.jpg,2,0,0
1556,1.51E+18,NickYelloly,1.65E+12,20/3/2022 6:09,,🟢8H #Sebring12  It’s Nick vs fellow BMW Motorsport #N24 race winner Nicky at the front of the field. Nick’s shadowing the #3 and keeping the #24 RLL car right in the hunt with 4H remaining.  #BMWMMotorsport #IMSA  https://t.co/OQMfDuNRmd,en,"['sebring12', 'n24', 'bmwmmotorsport', 'imsa']",[],https://twitter.com/NickYelloly/status/1505305422521065473,[],['https://pbs.twimg.com/media/FOPpQRHXsAErPvz.jpg'],1,https://pbs.twimg.com/media/FOPpQRHXsAErPvz.jpg,10,0,2
1557,1.51E+18,BMW,1.65E+12,20/3/2022 5:48,,"@milkywayfore30 @BMWGroup @BMWMotorsport @BMWUSA We condemn the aggression against Ukraine and follow developments with great concern. Due to the current situation, we are discontinuing our production and exports in Russia until further notice. Our thoughts are with all those who are experiencing suffering and loss in this war.",en,[],[],https://twitter.com/BMW/status/1505300178470854664,[],[],0,,1,2,0
1558,1.51E+18,BMW,1.65E+12,20/3/2022 5:48,,"@Gunslinger_74 We condemn the aggression against Ukraine and follow developments with great concern. Due to the current situation, we are discontinuing our production and exports in Russia until further notice. Our thoughts are with all those who are experiencing suffering and loss in this war.",en,[],[],https://twitter.com/BMW/status/1505300086347255811,[],[],0,,1,1,0
1559,1.51E+18,sydsully,1.65E+12,20/3/2022 5:23,,The BMW Zentrum did not disappoint 🚘 🏎 💨  https://t.co/SSUARFKlOC,en,[],[],https://twitter.com/sydsully/status/1505293907269193734,[],"['https://pbs.twimg.com/media/FOPg05HWYAUiN3n.jpg', 'https://pbs.twimg.com/media/FOPg05KX0AIVt1C.jpg', 'https://pbs.twimg.com/media/FOPg05JX0AAqiaf.jpg', 'https://pbs.twimg.com/media/FOPg06BXMAU0kqY.jpg']",1,https://pbs.twimg.com/media/FOPg05HWYAUiN3n.jpg,8,1,0
1560,1.51E+18,AtTheRaces,1.65E+12,20/3/2022 5:22,,"Four winners on Wednesday! Get @T_J_Carroll's selections for Sha Tin's valuable card including the BMW Hong Kong Derby, Sunday from 5am on Sky Sports Racing 👇",en,[],[],https://twitter.com/AtTheRaces/status/1505293534307368960,[],[],0,,6,0,1
1561,1.51E+18,dailystar,1.65E+12,20/3/2022 5:19,,Gun-toting thug seen in CCTV shooting at BMW in dramatic drive-by shooting  https://t.co/nXoX4SwV4X  https://t.co/HoIetSYHY0,en,[],[],https://twitter.com/dailystar/status/1505292779194179584,['https://www.dailystar.co.uk/news/latest-news/thug-shoots-bmw-dramatic-drive-26507863'],['https://pbs.twimg.com/media/FOOiLyFX0AALEmb.jpg'],1,https://pbs.twimg.com/media/FOOiLyFX0AALEmb.jpg,1,1,0
1563,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 5:00,,🤩🤩🤩  IT'S @BMW HONG KONG DERBY DAY!  https://t.co/KXvRw31eGv,en,[],[],https://twitter.com/HKJC_Racing/status/1505287999088586752,[],['https://pbs.twimg.com/media/FOL2HYXaMAAc4tu.jpg'],1,https://pbs.twimg.com/media/FOL2HYXaMAAc4tu.jpg,50,3,9
1565,1.51E+18,suspilne_news,1.65E+12,20/3/2022 4:33,,"Russia's war against Ukraine is disrupting supply chains around the world. More than 400 million people depend on Ukrainian grain exports, and BMW and Volkswagen are forced to shut down their plants due to a shortage of car wires manufactured at Ukrainian plants.",en,[],[],https://twitter.com/suspilne_news/status/1505281283500527625,[],[],0,,12,0,12
1566,1.51E+18,NickYelloly,1.65E+12,20/3/2022 4:09,,🟢6H #Sebring12  P1! The #24 @RLLracing BMW M4 GT3 has moved to the front of the GTDPro class with @Philipp_Eng having taken over recently from Marco. The #3 and then the #97 make the top three in what’s shaping up to be a GT thriller.  #BMWMMotorsport #IMSA  https://t.co/jH7bP6snmU,en,"['sebring12', 'bmwmmotorsport', 'imsa']",[],https://twitter.com/NickYelloly/status/1505275388850757633,[],['https://pbs.twimg.com/media/FOPJh8lWQAka-Hw.jpg'],1,https://pbs.twimg.com/media/FOPJh8lWQAka-Hw.jpg,28,1,2
1567,1.51E+18,MENnewsdesk,1.65E+12,20/3/2022 3:59,,Dramatic footage shows gun-toting thug open fire in BMW drive-by shooting  https://t.co/qne78lW86E  https://t.co/0eEvN1NSgx,en,[],[],https://twitter.com/MENnewsdesk/status/1505272646585372672,['https://www.manchestereveningnews.co.uk/news/greater-manchester-news/dramatic-footage-shows-gun-toting-23425179'],[],1,https://pbs.twimg.com/amplify_video_thumb/1504908714498838530/img/ghXFrWT3iGt_RitA.jpg,4,0,5
1568,1.51E+18,dailystar,1.65E+12,20/3/2022 3:22,,Gun-toting thug seen in CCTV shooting at BMW in dramatic drive-by shooting  https://t.co/nXoX4SwV4X  https://t.co/tmvtfASmsn,en,[],[],https://twitter.com/dailystar/status/1505263335335374849,['https://www.dailystar.co.uk/news/latest-news/thug-shoots-bmw-dramatic-drive-26507863'],['https://pbs.twimg.com/media/FOOiHrPX0AEdewG.jpg'],1,https://pbs.twimg.com/media/FOOiHrPX0AEdewG.jpg,0,0,1
1569,1.51E+18,therealautoblog,1.65E+12,20/3/2022 3:15,,2022 BMW M440i Gran Coupe: The big grille works better on the Gran Coupe than any of the other 4 Series body styles.  https://t.co/GwVruHXkpU,en,[],[],https://twitter.com/therealautoblog/status/1505261573719400449,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1470765700969119753/img/TySA2-Bs_PM5EEg3.jpg,30,5,2
1572,1.51E+18,LordHumphreys,1.65E+12,20/3/2022 2:41,,"I’ve been driving this rather striking BMW i4 M50 this week. It’s fully electric and goes like hell, but also has a decent enough range. What do you think of it?  https://t.co/oI93zPRc3A",en,[],[],https://twitter.com/LordHumphreys/status/1505253213762637841,[],"['https://pbs.twimg.com/media/FOO7zasWYAYgs04.jpg', 'https://pbs.twimg.com/media/FOO7zbHXwAETfvs.jpg', 'https://pbs.twimg.com/media/FOO7zauXMAMtxPO.jpg', 'https://pbs.twimg.com/media/FOO7zbFXoAM8vhF.jpg']",1,https://pbs.twimg.com/media/FOO7zasWYAYgs04.jpg,54,22,4
1574,1.51E+18,Airtel_Presence,1.65E+12,20/3/2022 2:25,,"@siddharth_bmw We will be glad to add you in Airtel family, Siddharth. Kindly be informed that our team is working on your request related to the new broadband connection. We'll soon update you about the progress. Thanks, Pooja S",en,[],[],https://twitter.com/Airtel_Presence/status/1505249025913946112,[],[],0,,1,1,0
1576,1.51E+18,Institute_FC,1.65E+12,20/3/2022 2:03,,Big thanks to @JKC_BMW &amp; Mini for sponsoring the match &amp; ball in #SuperStute’s 5-1 win today! #footballfriends ⚽️ 🤝 Ash Hayes is also one of our valued volunteers!  https://t.co/hmIzUGvX7c,en,"['superstute', 'footballfriends']",[],https://twitter.com/Institute_FC/status/1505243699411836931,[],['https://pbs.twimg.com/media/FOOzKWgXEAIfQgY.jpg'],1,https://pbs.twimg.com/media/FOOzKWgXEAIfQgY.jpg,4,0,0
1579,1.51E+18,BMWi,1.65E+12,20/3/2022 1:02,,"Charged and at large. #THEi4 #BornElectric  The #BMW i4 M50: Power consumption/100 km, CO2 emission/km, weighted comb.: 22.5–18.0 kWh, 0 g. Electric range: 414–521 km. According to WLTP,  https://t.co/yQmOcndY4R.  https://t.co/khx6Pl1XM4",en,"['thei4', 'bornelectric', 'bmw']",[],https://twitter.com/BMWi/status/1505228109427134467,['http://b.mw/Further_Info'],['https://pbs.twimg.com/media/FOOk_NCWUAkRLRi.jpg'],1,https://pbs.twimg.com/media/FOOk_NCWUAkRLRi.jpg,122,2,20
1580,1.51E+18,HKJC_Racing,1.65E+12,20/3/2022 1:00,,Douglas Whyte hopes Turin Redsun can continue outstanding season in @BMW Hong Kong Derby. #4YOSeries #HKracing   @LeoSchlink writes.   Read here 👉  https://t.co/L2u0j1FXoh  https://t.co/fSLnwmvoXm,en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1505227600192544769,['https://racingnews.hkjc.com/english/2022/03/19/douglas-whyte-hopes-turin-redsun-can-continue-outstanding-season-in-bmw-hong-kong-derby/'],['https://pbs.twimg.com/media/FOL6jWxacAUo7LY.jpg'],1,https://pbs.twimg.com/media/FOL6jWxacAUo7LY.jpg,11,0,3
1581,1.51E+18,dailystar,1.65E+12,20/3/2022 0:49,,Gun-toting thug seen in CCTV shooting at BMW in dramatic drive-by shooting  https://t.co/nXoX4Sfkdp  https://t.co/vGHlwNlD8E,en,[],[],https://twitter.com/dailystar/status/1505224850163515393,['https://www.dailystar.co.uk/news/latest-news/thug-shoots-bmw-dramatic-drive-26507863'],['https://pbs.twimg.com/media/FOOiArKXwAInpNR.jpg'],1,https://pbs.twimg.com/media/FOOiArKXwAInpNR.jpg,0,1,0
1582,1.51E+18,BMWi,1.65E+12,20/3/2022 0:38,,"@pervachenko_o @BMW We condemn the aggression against Ukraine and follow developments with great concern. Due to the current situation, we've discontinued our production and exports in Russia until further notice. Our thoughts are with all those who are experiencing suffering and loss in this war.",en,[],[],https://twitter.com/BMWi/status/1505222089963446281,[],[],0,,2,1,0
1585,1.51E+18,ABQTopes,1.65E+12,19/3/2022 23:01,,Stop in and see @Orbit_Isotopes at Sandia BMW this morning for Wheels &amp; Coffee!  https://t.co/0S3lh772iQ,en,[],[],https://twitter.com/ABQTopes/status/1505197875352903682,[],"['https://pbs.twimg.com/media/FOOJfO6VIAkSK-P.jpg', 'https://pbs.twimg.com/media/FOOJfO_VQAY02MH.jpg']",1,https://pbs.twimg.com/media/FOOJfO6VIAkSK-P.jpg,7,0,2
1587,1.51E+18,bmwcanada,1.65E+12,19/3/2022 23:00,,Want your driveway to look like this? Then you’re in luck! #THEiX can now be found at a Canadian BMW Retailer near you. #ANewAgeOfElectric #BMWElectric  https://t.co/ITPSTtIgQR,en,"['theix', 'anewageofelectric', 'bmwelectric']",[],https://twitter.com/bmwcanada/status/1505197411571929092,[],['https://pbs.twimg.com/media/FOJgPecWQAIuLWK.jpg'],1,https://pbs.twimg.com/media/FOJgPecWQAIuLWK.jpg,15,0,5
1589,1.51E+18,Telegraph,1.65E+12,19/3/2022 22:35,,"🔴Sean Cowie, 32, was caught on CCTV in Manchester leaning out of the backseat of a BMW and pointing a gun at a VW Golf that he and his accomplices were chasing  https://t.co/zc34uBv5H4",en,[],[],https://twitter.com/Telegraph/status/1505191152148008964,['https://www.telegraph.co.uk/news/2022/03/19/drive-by-shooter-jailed-caught-primary-school-cctv/?utm_content=telegraph&utm_medium=Social&utm_campaign=Echobox&utm_source=Twitter#Echobox=1647682194-1'],[],0,,16,8,6
1590,1.51E+18,birmingham_live,1.65E+12,19/3/2022 22:35,,Woman punched in the face in attempted carjacking after 'fake undercover police car' pulls BMW over   https://t.co/NNRM4m2ZwL,en,[],[],https://twitter.com/birmingham_live/status/1505191109537898500,['https://www.birminghammail.co.uk/black-country/woman-punched-face-attempted-carjacking-23440678'],[],0,,1,0,0
1591,1.51E+18,whatcar,1.65E+12,19/3/2022 22:30,,"Great performance + seven-seat practicality + prices starting at £15,000 = a used @BMW_UK X5   Read our used buying guide here  https://t.co/ZJD6x1VFkv  https://t.co/n05RBamIgc",en,[],[],https://twitter.com/whatcar/status/1505189851628556289,['https://bit.ly/3ifPpQf'],"['https://pbs.twimg.com/media/FOIK_q2XMAszhqN.jpg', 'https://pbs.twimg.com/media/FOILAmxXMAkyQ_v.jpg', 'https://pbs.twimg.com/media/FOILBMgXMCA5LmZ.jpg']",1,https://pbs.twimg.com/media/FOIK_q2XMAszhqN.jpg,4,1,0
1592,1.51E+18,BMWMotorsport,1.65E+12,19/3/2022 22:19,,GREEN FLAG! The #Sebring12 is on. Fingers crossed for our BMW crews.🤞🏻  📺Follow the action live👉🏻 https://t.co/6vWYxWR7Zf ⏱Livetiming:   https://t.co/cCLYsH9DUu  @IMSA @motul  https://t.co/nX3bggOQrk,en,['sebring12'],[],https://twitter.com/BMWMotorsport/status/1505187147749462016,"['https://www.imsa.com/tvlive/', 'https://www.imsa.com/scoring/']",['https://pbs.twimg.com/media/FON_u0oXIAAF_ja.jpg'],1,https://pbs.twimg.com/media/FON_u0oXIAAF_ja.jpg,49,0,8
